id,score,price,stock_counter,candidate,status,stop_loss,next_3_months,type,value,growth,momentum,vgm,rank,last_updated
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
DJCO,"
0.34
",$327.25 ,DJCO - Daily Journal Corp. (S.C.),Hold/Accumulate,Upgraded, $309.19 (-5.52%),-7.05%,possible runner,,,,,,
TCX,"
0.58
",$80.23 ,TCX - Tucows Inc.,Hold/Accumulate,Upgraded, $76.12 (-5.12%),11.64%,possible runner,,,,,,
MHNC,"
1.96
",$23.50 ,MHNC - Maiden Holdings Ltd,Buy Candidate,Upgraded,$22.48(-4.34%),3.71%,possible runner,,,,,,
ELS,"
2.60
",$65.00 ,ELS - Equity Lifestyle Properties Inc,Buy Candidate,Upgraded, $62.61 (-3.68%),$64.87,golden star long,D,D,C,D,Bottom 13% (219 out of 253),4/19/21
BFAM,"
0.93
",$167.02 ,BFAM - Bright Horizons Family Solutions Inc,Hold/Accumulate,Unchanged, $158.90 (-4.86%),,golden star long,,,,,,
FMB,"
-1.24
",$56.61 ,FMB - First Trust Managed Municipal ETF,Sell Candidate,Unchanged,Golden Star Signal*,,golden star long,,,,,,
EGP,"
0.00
",$146.13 ,EGP - EastGroup Properties Inc,Hold/Accumulate,Downgraded, $141.31 (-3.30%),$148.22,golden star long,,,,,,
HWCPL,"
-1.99
",$25.60 ,HWCPL - Hancock Whitney Corporation 5.95 % Notes 2015-15.6.45 Subord,Sell Candidate,Downgraded,Golden Star Signal*,,golden star long,,,,,,
ORAN,"
1.51
",$12.42 ,ORAN - Orange,Buy Candidate,Unchanged, $11.96 (-3.69%),,golden star long,,,,,,
FRGAP,"
-2.01
",$25.42 ,FRGAP - Franchise Group Inc.,Sell Candidate,Downgraded,Golden Star Signal*,,golden star long,,,,,,
FBHS,"
-1.25
",$89.49 ,FBHS - Fortune Brands Home & Security Inc,Sell Candidate,Downgraded,Golden Star Signal*,,golden star long,,,,,,
VLYPO,"
-0.60
",$25.72 ,VLYPO - Valley National Bancorp Non-Cum Perp Red Pfd Registered Shs Series B,Hold/Accumulate,Downgraded,$24.76(-3.75%),,golden star long,,,,,,
AEB,"
0.14
",$25.22 ,AEB - Aegon NV,Hold/Accumulate,Upgraded, $24.36 (-3.40%),,golden star long,,,,,,
KOF,"
2.99
",$48.49 ,KOF - Coca Cola Femsa SAB de CV,Buy Candidate,Unchanged, $46.77 (-3.54%),,golden star long,,,,,,
GLT,"
-0.33
",$17.61 ,GLT - Glatfelter,Hold/Accumulate,Unchanged, $16.67 (-5.32%),-2.26%,golden star long,,,,,,
STND,"
-0.02
",$32.81 ,STND - Standard AVB Financial Corp,Hold/Accumulate,Downgraded, $30.99 (-5.53%),,golden star long,,,,,,
EDUC,"
0.22
",$17.14 ,EDUC - Educational Development Corporation,Hold/Accumulate,Downgraded, $16.30 (-4.90%),9.67%,golden star long,,,,,,
CHSCP,"
1.34
",$30.01 ,CHSCP - CHS Inc,Buy Candidate,Unchanged, $28.79 (-4.07%),,golden star long,,,,,,
HE,"
0.91
",$40.86 ,HE - Hawaiian Electric Industries Inc,Hold/Accumulate,Downgraded, $39.37 (-3.64%),$41.40,golden star long,,,,,,
TDA,"
2.98
",$25.26 ,TDA - Telephone and Data Systems Inc,Buy Candidate,Upgraded,$23.92(-5.31%),,golden star long,,,,,,
AAP,"
0.64
",$179.11 ,AAP - Advance Auto Parts Inc,Hold/Accumulate,Downgraded, $173.31 (-3.24%),$181.87,golden star long,,,,,,
NGG,"
1.67
",$59.38 ,NGG - National Grid Transco PLC,Buy Candidate,Unchanged, $56.77 (-4.40%),,golden star long,,,,,,
FB,"
2.57
",$279.28 ,FB - Facebook,Buy Candidate,Unchanged, $266.80 (-4.47%),,golden star long,,,,,,
SINA,"
1.76
",$43.16 ,SINA - Sina Corporation,Buy Candidate,Unchanged, $40.15 (-6.98%),2.77%,golden star long,,,,,,
ALCO,"
0.79
",$31.35 ,ALCO - Alico,Hold/Accumulate,Downgraded, $30.12 (-3.93%),,golden star long,,,,,,
SRCL,"
-2.27
",$68.18 ,SRCL - Stericycle,Sell Candidate,Downgraded,Golden Star Signal*,-2.94%,golden star long,,,,,,
RC,"
1.38
",$14.90 ,RC - Ready Capital Corporation,Buy Candidate,Upgraded, $14.17 (-4.91%),$15.42,golden star long,C,F,C,F,Bottom 28% (182 out of 253),5/10/21
CCOI,"
1.72
",$62.20 ,CCOI - Cogent Communications Holdings,Buy Candidate,Unchanged, $58.94 (-5.25%),,golden star long,,,,,,
ENO,"
2.00
",$25.60 ,ENO - Entergy New Orleans Inc. 1st Mtg Bd 5.50% Ser 04/01/2066,Buy Candidate,Upgraded,$24.13(-5.73%),-2.24%,golden star short,,,,,,
IAE,"
1.25
",$9.50 ,IAE - Voya Asia Pacific High Dividend Equity Income Fund,Buy Candidate,Upgraded, $9.12 (-4.02%),8.01%,golden star short,,,,,,
GAINL,"
0.73
",$25.57 ,GAINL - Gladstone Investment Corp 6.375 % Cum Red Term Pfd Registered Shs 2018-31.08.25 Series E,Hold/Accumulate,Unchanged,$24.14(-5.59%),,golden star short,,,,,,
PPL,"
5.45
",$28.30 ,PPL - PPL Corporation,Strong Buy Candidate,Upgraded, $27.03 (-4.50%),,golden star short,,,,,,
BAX,"
0.89
",$78.93 ,BAX - Baxter International Inc,Hold/Accumulate,Unchanged, $74.77 (-5.27%),-3.80%,golden star short,,,,,,
WPC,"
0.87
",$69.91 ,WPC - WP Carey Inc,Hold/Accumulate,Downgraded, $66.94 (-4.25%),,golden star short,,,,,,
CATM,"
0.52
",$38.79 ,CATM - Cardtronics,Hold/Accumulate,Downgraded, $36.51 (-5.88%),6.77%,golden star short,,,,,,
MGLN,"
-1.35
",$93.76 ,MGLN - Magellan Health,Sell Candidate,Downgraded,Golden Star Signal*,9.87%,golden star short,,,,,,
EVG,"
3.01
",$13.16 ,EVG - Eaton Vance Short Diversified Income Fund,Buy Candidate,Unchanged, $12.65 (-3.89%),6.62%,golden star short,,,,,,
XPO,"
1.96
",$125.41 ,XPO - XPO Logistics Inc,Buy Candidate,Unchanged, $119.66 (-4.58%),,golden star short,C,C,D,C,Bottom 43% (144 out of 253),5/3/21
BCOR,"
2.12
",$17.88 ,BCOR - Blucora,Buy Candidate,Downgraded, $17.35 (-2.95%),$18.01,golden star short,,,,,,
DBOC,"
3.93
",$27.73 ,DBOC - Innovator Double Stacker 9 Buffer ETF – October,Buy Candidate,Unchanged,$26.24(-5.39%),,golden star short,,,,,,
CEZ,"
2.50
",$28.11 ,CEZ - VICTORY CEMP EMERGING MARKET VOLATILITY WTD INDEX ETF,Buy Candidate,Upgraded,$27.11(-3.56%),6.78%,golden star short,,,,,,
EHI,"
6.17
",$10.49 ,EHI - Western Asset Global High Income Fund Inc,Strong Buy Candidate,Upgraded, $9.98 (-4.82%),,golden star short,,,,,,
JGH,"
2.59
",$15.66 ,JGH - Nuveen Global High Income Fund Shs,Buy Candidate,Unchanged, $15.13 (-3.38%),2.03%,golden star short,,,,,,
OCCIP,"
-1.26
",$25.17 ,OCCIP - OFS Credit Company Inc 6.875% Cum Red Pfd Registered Shs Series A 2019-31.03.24,Sell Candidate,Downgraded,Golden Star Signal*,,golden star short,,,,,,
BLKB,"
1.21
",$71.76 ,BLKB - Blackbaud,Buy Candidate,Unchanged, $68.63 (-4.37%),26.51%,golden star short,,,,,,
HYB,"
0.52
",$8.94 ,HYB - New America High Income Fund Inc (The),Hold/Accumulate,Downgraded, $8.59 (-3.95%),2.97%,golden star short,,,,,,
AGD,"
4.89
",$11.19 ,AGD - Alpine Global Dynamic Dividend Fund,Buy Candidate,Upgraded,$10.75(-3.90%),6.58%,golden star short,,,,,,
AOD,"
6.16
",$9.46 ,AOD - Aberdeen Total Dynamic Dividend Fund,Strong Buy Candidate,Upgraded, $9.05 (-4.37%),6.24%,golden star short,,,,,,
MHN,"
-0.06
",$14.02 0.0000%,MHN - Blackrock MuniHoldings New York Quality Fund Inc,Hold/Accumulate,Unchanged,$13.47(-3.93%),,golden star short,,,,,,
PROS,"
1.99
",$12.75 ,PROS - Prosight Global Inc.,Buy Candidate,Unchanged, $12.07 (-5.33%),-3.13%,golden star short,,,,,,
EXD,"
6.04
",$10.58 ,EXD - Eaton Vance Tax-Advantaged Bond,Strong Buy Candidate,Upgraded,$10.06(-4.92%),$10.68,golden star short,,,,,,
FV,"
4.23
",$44.71 ,FV - First Trust Dorsey Wright Focus 5 ETF,Buy Candidate,Downgraded,$43.22(-3.34%),9.87%,golden star short,,,,,,
SPE,"
0.63
",$14.82 ,SPE - Special Opportunities Fund Inc,Hold/Accumulate,Downgraded, $14.24 (-3.94%),6.4%,golden star short,,,,,,
PSX,,,,,,,,,B,C,A,B,Bottom 34% (166 out of 253),5/7/21
AY,,,,,,,,,B,F,A,C,Bottom 24% (193 out of 253),5/6/21
RIGL,,,,,,,,,D,F,B,D,Bottom 33% (169 out of 253),5/4/21
SU,,,,,,,,,F,F,B,F,Top 1% (2 out of 253),5/4/21
HES,,,,,,,,,D,D,A,C,Top 35% (89 out of 253),5/6/21
CVE,,,,,,,,,C,D,A,C,Top 1% (2 out of 253),5/5/21
MRO,,,,,,,,,C,F,A,C,Top 35% (89 out of 253),5/5/21
CNQ,,,,,,,,,B,F,A,C,Top 9% (23 out of 253),5/6/21
ALKS,,,,,,,,,C,B,F,C,Bottom 28% (182 out of 253),5/5/21
GPORQ,,,,,,,,,A,F,C,C,Top 22% (55 out of 253),3/18/21
MUR,,,,,,,,,C,F,A,D,Top 22% (55 out of 253),5/5/21
GT,,,,,,,,,A,A,B,A,Bottom 9% (229 out of 253),4/29/21
FOUR,,,,,,,,,F,D,F,F,Bottom 38% (156 out of 253),6/3/21
RICOY,,,,,,,,,B,C,D,B,Bottom 30% (176 out of 253),5/14/21
IDRA,,,,,,,,,F,B,A,C,Bottom 28% (182 out of 253),4/29/21
HLX,,,,,,,,,A,D,A,B,Bottom 41% (149 out of 253),4/28/21
ASYS,,,,,,,,,F,D,D,F,Top 16% (40 out of 253),5/6/21
CGC,,,,,,,,,F,D,F,F,Bottom 38% (156 out of 253),6/4/21
CTB,,,,,,,,,A,A,C,A,Bottom 9% (229 out of 253),5/6/21
BBBY,,,,,,,,,B,C,B,B,Bottom 38% (156 out of 253),4/21/21
HEAR,,,,,,,,,A,A,F,A,Top 27% (69 out of 253),5/6/21
SCYX,,,,,,,,,F,F,A,F,Bottom 33% (169 out of 253),3/17/21
COP,,,,,,,,,F,F,A,F,Top 35% (89 out of 253),4/29/21
TPR,,,,,,,,,C,B,B,B,Top 44% (111 out of 253),4/29/21
ASB,,,,,,,,,B,F,A,C,Top 2% (5 out of 253),4/22/21
BXG,,,,,,,,,A,C,F,B,Bottom 16% (212 out of 253),5/10/21
IRBT,,,,,,,,,D,A,F,C,Top 29% (73 out of 253),4/27/21
MEC,,,,,,,,,B,A,D,A,Top 26% (66 out of 253),5/4/21
PLCE,,,,,,,,,A,B,A,A,Top 44% (111 out of 253),6/10/21
BHR,,,,,,,,,D,F,F,F,Bottom 20% (202 out of 253),5/20/21
DIS,,,,,,,,,D,D,A,D,Bottom 19% (204 out of 253),5/4/21
C,,,,,,,,,B,D,B,C,Top 43% (109 out of 253),4/15/21
COLM,,,,,,,,,B,A,B,A,Top 23% (57 out of 253),4/29/21
CORE,,,,,,,,,A,A,B,A,Top 45% (113 out of 253),5/6/21
FCX,,,,,,,,,B,B,A,A,Bottom 37% (160 out of 253),4/23/21
GEVO,,,,,,,,,F,D,B,F,Top 40% (102 out of 253),3/17/21
MMX,,,,,,,,,D,B,C,D,Bottom 23% (196 out of 253),3/18/21
SIVB,,,,,,,,,F,C,B,D,Top 8% (21 out of 253),4/22/21
TGI,,,,,,,,,F,C,B,D,Top 41% (104 out of 253),5/27/21
AA,,,,,,,,,A,B,A,A,Bottom 19% (204 out of 253),4/28/21
HONE,,,,,,,,,F,D,A,D,Top 9% (22 out of 253),4/26/21
MPC,,,,,,,,,C,C,A,B,Bottom 34% (166 out of 253),5/4/21
ESTE,,,,,,,,,B,D,F,D,Top 22% (55 out of 253),5/5/21
SLDB,,,,,,,,,F,B,A,C,Bottom 28% (182 out of 253),3/18/21
SRTS,,,,,,,,,D,A,A,B,Bottom 31% (175 out of 253),5/6/21
GS,,,,,,,,,B,A,B,A,Top 2% (5 out of 253),4/14/21
FSBW,,,,,,,,,C,F,A,D,Top 8% (21 out of 253),4/23/21
PCH,,,,,,,,,C,B,A,B,Top 7% (17 out of 253),4/26/21
NEP,,,,,,,,,B,C,C,B,Top 40% (102 out of 253),4/28/21
SCCO,,,,,,,,,C,B,A,A,Bottom 37% (160 out of 253),4/26/21
AES,,,,,,,,,B,B,B,B,Bottom 24% (193 out of 253),5/6/21
EPR,,,,,,,,,D,F,A,F,Bottom 21% (200 out of 253),5/5/21
SB,,,,,,,,,A,C,B,A,Bottom 32% (173 out of 253),6/14/21
EL,,,,,,,,,F,A,D,C,Bottom 21% (200 out of 253),5/7/21
CNP,,,,,,,,,B,D,A,C,Bottom 24% (193 out of 253),5/6/21
TACO,,,,,,,,,B,B,A,A,Bottom 22% (197 out of 253),5/3/21
TSE,,,,,,,,,B,A,A,A,Top 2% (4 out of 253),5/5/21
CRK,,,,,,,,,A,C,C,A,Top 22% (55 out of 253),5/5/21
MGY,,,,,,,,,F,C,A,D,Top 22% (55 out of 253),5/10/21
COF,,,,,,,,,A,D,C,C,Top 15% (37 out of 253),4/22/21
ALRN,,,,,,,,,F,C,C,D,Bottom 28% (182 out of 253),3/29/21
ARAV,,,,,,,,,F,B,F,D,Bottom 28% (182 out of 253),3/26/21
OTIC,,,,,,,,,F,C,D,F,Bottom 33% (169 out of 253),5/6/21
NOG,,,,,,,,,A,A,A,A,Top 22% (55 out of 253),5/10/21
CMD,,,,,,,,,C,B,B,B,Bottom 31% (175 out of 253),6/3/21
WY,,,,,,,,,D,B,A,B,Top 7% (17 out of 253),5/7/21
VIRT,,,,,,,,,B,A,C,A,Top 44% (112 out of 253),5/4/21
OMP,,,,,,,,,A,A,F,A,Bottom 9% (229 out of 253),5/17/21
ARCB,,,,,,,,,A,B,D,A,Top 16% (40 out of 253),5/4/21
SMTS,,,,,,,,,A,A,F,A,Top 39% (98 out of 253),3/18/21
ALLY,,,,,,,,,A,D,A,B,Top 15% (37 out of 253),4/19/21
VNOM,,,,,,,,,D,C,C,D,Top 22% (55 out of 253),5/3/21
EBC,,,,,,,,,D,D,B,D,Top 9% (22 out of 253),4/22/21
CPF,,,,,,,,,D,F,D,F,Top 8% (21 out of 253),4/28/21
AGTC,,,,,,,,,F,F,F,F,Bottom 28% (182 out of 253),5/12/21
HBM,,,,,,,,,B,B,F,B,Top 39% (98 out of 253),5/13/21
CFR,,,,,,,,,D,F,B,F,Top 14% (35 out of 253),4/29/21
IMO,,,,,,,,,D,F,A,D,Top 1% (2 out of 253),5/7/21
ADCT,,,,,,,,,F,D,A,F,Bottom 28% (182 out of 253),3/18/21
ARES,,,,,,,,,D,F,C,F,Top 33% (84 out of 253),5/5/21
CAE,,,,,,,,,D,D,A,D,Top 41% (104 out of 253),5/28/21
DRRX,,,,,,,,,F,F,C,F,Bottom 33% (169 out of 253),5/10/21
SWN,,,,,,,,,B,C,A,B,Top 22% (55 out of 253),4/29/21
HEXO,,,,,,,,,F,A,C,C,Bottom 38% (156 out of 253),3/18/21
DCP,,,,,,,,,A,C,B,B,Top 45% (113 out of 253),5/5/21
OCFC,,,,,,,,,C,F,F,F,Top 11% (28 out of 253),4/22/21
MTDR,,,,,,,,,D,C,C,D,Top 22% (55 out of 253),5/5/21
CNC,,,,,,,,,A,A,D,A,Top 45% (113 out of 253),4/27/21
FFNW,,,,,,,,,B,F,A,C,Top 8% (21 out of 253),4/27/21
KALV,,,,,,,,,F,F,C,F,Bottom 33% (169 out of 253),7/7/21
ATNX,,,,,,,,,F,C,C,D,Bottom 28% (182 out of 253),5/6/21
HL,,,,,,,,,C,A,F,C,Bottom 10% (227 out of 253),5/6/21
RDS.A,,,,,,,,,B,D,B,C,Top 15% (39 out of 253),4/29/21
SAMG,,,,,,,,,A,B,A,A,Top 33% (84 out of 253),4/29/21
JPM,,,,,,,,,C,B,B,B,Top 43% (109 out of 253),4/14/21
CVX,,,,,,,,,F,F,A,F,Top 15% (39 out of 253),5/7/21
SQZ,,,,,,,,,D,C,F,D,Bottom 28% (182 out of 253),3/18/21
TS,,,,,,,,,C,D,A,C,Top 16% (40 out of 253),5/7/21
RIG,,,,,,,,,B,C,C,B,Bottom 21% (199 out of 253),5/5/21
ELF,,,,,,,,,D,D,B,D,Bottom 21% (200 out of 253),5/20/21
BAC,,,,,,,,,C,C,A,C,Top 43% (109 out of 253),4/15/21
NBRV,,,,,,,,,F,D,A,F,Bottom 28% (182 out of 253),5/10/21
FSLR,,,,,,,,,B,A,B,A,Bottom 19% (204 out of 253),5/6/21
NWE,,,,,,,,,C,F,D,D,Bottom 24% (193 out of 253),4/28/21
GABC,,,,,,,,,F,D,B,F,Top 2% (5 out of 253),5/6/21
TT,,,,,,,,,D,B,C,C,Bottom 24% (193 out of 253),5/4/21
CBOE,,,,,,,,,C,A,C,B,Top 45% (113 out of 253),5/7/21
DOOO,,,,,,,,,B,A,B,A,Top 37% (94 out of 253),3/25/21
RPD,,,,,,,,,F,A,B,C,Bottom 33% (169 out of 253),5/6/21
YEXT,,,,,,,,,F,D,B,F,Bottom 24% (193 out of 253),6/3/21
LMNX,,,,,,,,,C,C,C,C,Bottom 31% (175 out of 253),5/3/21
HARP,,,,,,,,,D,B,A,C,Bottom 33% (169 out of 253),5/5/21
TBK,,,,,,,,,F,C,C,D,Top 8% (20 out of 253),4/19/21
BRT,,,,,,,,,F,D,A,F,Bottom 13% (219 out of 253),6/16/21
SNOW,,,,,,,,,F,D,F,F,Bottom 33% (169 out of 253),6/2/21
CNX,,,,,,,,,A,C,A,B,Top 22% (55 out of 253),4/26/21
